time, leader_x, leader_y, follower_x, follower_y 
26656,-0.487033778587662,-0.017363380507460127,-0.08357115989193098,0.053683790438001845
26688,-0.4898622819433458,-0.019819953260968675,-0.08577697809822164,0.05316255743055957
26720,-0.49269656001034207,-0.022281850519238953,-0.08890965677995587,0.052329126707018156
26752,-0.4955339978560057,-0.024746781693182517,-0.09304074076430212,0.051186136921104804
26784,-0.49837332862421563,-0.027213622423236338,-0.09768654047588506,0.04990249331207016
26816,-0.5012139190007397,-0.029681794660790416,-0.10264627896308233,0.048539909735772144
26848,-0.5040554448130712,-0.032150985565547636,-0.10724730059311437,0.04728393810847871
26880,-0.5068977655579394,-0.03462103898974443,-0.11182937755533387,0.04603832965008199
26912,-0.5097407959838703,-0.037091844241034726,-0.11641431626121074,0.044796132808613075
26944,-0.5125844728146676,-0.03956330772380261,-0.12100257630344706,0.04355642264008555
26976,-0.5154287741718565,-0.04203537028112408,-0.1255933821169506,0.04231864812778259
27008,-0.5182736629929718,-0.044507958385564074,-0.1301861019461287,0.041082290820240126
27040,-0.5211190902715477,-0.04698098755026974,-0.1347802670836071,0.03984688897305431
27072,-0.5239650314229657,-0.04945439442949378,-0.13937547878003037,0.03861207383313846
27104,-0.5268114391593753,-0.05192809624475818,-0.14397143831154938,0.03737755933957839
27136,-0.5296582508682097,-0.05440199780135262,-0.1485679112172176,0.0361431422430439
27168,-0.5325054284491975,-0.05687602658906512,-0.15316466248507218,0.03490870557171021
27200,-0.5353529105445344,-0.05935009162130117,-0.15776150528704563,0.03367418946337971
27232,-0.5382006222117707,-0.061824092398439945,-0.1623582683613983,0.032439584428705766
27264,-0.5410485147101504,-0.06429795389009438,-0.1669548081263756,0.03120491337752163
27296,-0.5438965186021579,-0.06677158605810071,-0.17155099058510853,0.029970222943248845
27328,-0.5467445641050953,-0.06924490199617224,-0.1761467146702129,0.02873564029313927
27360,-0.5495925707563024,-0.07171780922309846,-0.18074187339371392,0.027501299577744606
27392,-0.5524404872397154,-0.07419024456230233,-0.18533635926591754,0.02626732096932188
27424,-0.5552882439036715,-0.07666213300577453,-0.18993008944157405,0.025033800768232323
27456,-0.5581357631407485,-0.07913339700682256,-0.19452295685754306,0.023800821508572274
27488,-0.5609829994249176,-0.08160399134056287,-0.19911489537473642,0.02256843538579813
27520,-0.5638298921411711,-0.08407386210137922,-0.2037058553924273,0.021336676428510653
27552,-0.566676374400635,-0.08654295447785566,-0.2082958212897,0.020105675678026468
27584,-0.5695224142362839,-0.08901124844183925,-0.21288478262166824,0.01887540277723241
27616,-0.5723679659709299,-0.09147871634182071,-0.21747271886094266,0.01764581631116326
27648,-0.575212991592089,-0.0939453414108237,-0.22205965622771479,0.01641685615812279
27680,-0.5780574484031487,-0.09641110682579565,-0.22664564083427,0.015188452641143754
27712,-0.5809013307614742,-0.0988760316874527,-0.23123073684929918,0.01396052849778232
27744,-0.5837446198017829,-0.10134012703344293,-0.23581504052115668,0.012732996617269628
27776,-0.5865872941017027,-0.10380340488129661,-0.24039862649202598,0.011505775902366894
27808,-0.5894293691284795,-0.10626591206053163,-0.24498160833782567,0.010278776327411246
27840,-0.5922708478761938,-0.10872768693302642,-0.24956411042617438,0.009051907877172747
27872,-0.5951117316223482,-0.1111887684205878,-0.25414626570854326,0.007825082298428529
27904,-0.5979520559696792,-0.11364922680266575,-0.2587282138281649,0.006598214690331929
27936,-0.6007918457492326,-0.11610912408318193,-0.2633100993432196,0.005371224940544447
27968,-0.6036311212721284,-0.11856851906411593,-0.2678920840244721,0.004144035255113439
28000,-0.6064699378789713,-0.12102750114276879,-0.2724742943968416,0.002916584927762455
28032,-0.6093083371323325,-0.12348614745387886,-0.274581188088117,0.002352174492911287
28064,-0.6121463557922119,-0.12594453029356614,-0.2753260966666234,0.0021527009973904866
28096,-0.6149840628901949,-0.12840274878266533,-0.2753830145715581,0.0021375359226303184
28128,-0.6178215017107178,-0.1308608780531281,-0.27537556309630434,0.0021395296260634635
28160,-0.6206587474360149,-0.13331901891027872,-0.2753684093317754,0.002141445327963863
28192,-0.6234958588144316,-0.13577725541328495,-0.27536260926169315,0.002142999077851018
28224,-0.6263328865069936,-0.1382356618348002,-0.2753579587031445,0.002144245307362899
28256,-0.6291699106109625,-0.14069433483111887,-0.2753542347486778,0.0021452435587519586
28288,-0.6320069936543787,-0.14315335228901804,-0.2753512544732792,0.0021460427202677204
28320,-0.6348441862204937,-0.14561277802851624,-0.2753488704727094,0.002146682203403036
28352,-0.6376815669580904,-0.14807269624946295,-0.27534696419426313,0.0021471937178728947
28384,-0.6405191831729777,-0.15053315973440679,-0.27534544044176956,0.0021476027350446525
28416,-0.64328897700774,-0.15293515335345417,-0.27534422280325055,0.0021479297071945558
28448,-0.6460458851033891,-0.15532630609882592,-0.27534325006454463,0.0021481910233592232
28480,-0.6488239432950201,-0.1577361354986887,-0.27534247314011906,0.0021483998296231875
28512,-0.651631847355493,-0.16017218768151925,-0.2753418527585327,0.00214856664636163
28544,-0.6544558999925195,-0.16262257877290295,-0.2755358754460831,0.002096970961134017
28576,-0.6572883364556763,-0.1650805625612098,-0.27579353342397905,0.002015875303013714
28608,-0.6601252340777306,-0.1675427190746948,-0.276064699565935,0.0019119741454495288
28640,-0.6629646422197294,-0.17000733419287245,-0.27631759577580167,0.0017931730577991421
28672,-0.665805623232516,-0.17247356858219628,-0.27825182285294636,0.0007285955903957963
28704,-0.6686476943942992,-0.17494097397799388,-0.2809772355913529,-0.0008676253417053898
28736,-0.6714906383711642,-0.17740932935532178,-0.2846159199322475,-0.003034356322809164
28768,-0.6743343340881546,-0.17987849443488316,-0.288728772660255,-0.005481329626386423
28800,-0.6771787028484778,-0.18234836346048436,-0.2931294080884173,-0.008092064768727592
28832,-0.680023717443442,-0.18481887356602061,-0.2972051741707103,-0.010501276173345536
28864,-0.682869339542211,-0.18728995076819413,-0.3012520273237885,-0.01288821091458936
28896,-0.685715522225156,-0.18976151275384967,-0.3052952462781263,-0.015268691942777166
28928,-0.6885622431678875,-0.19223349818731036,-0.30933824372726276,-0.01764554931318018
28960,-0.6914094582383924,-0.19470582679842768,-0.3133818166319985,-0.02002003737036247
28992,-0.6942571077022859,-0.19717840537726114,-0.3174261604850199,-0.022392978189979644
29024,-0.6971051557071012,-0.19965116254698345,-0.32147121421379765,-0.02476493674791767
29056,-0.6999535438650142,-0.2021240088214207,-0.3255168289382143,-0.02713631111832729
29088,-0.702802210437965,-0.2045968538322328,-0.32956283075122533,-0.029507372340148864
29120,-0.7056510799394926,-0.20706959769980518,-0.33360904467140556,-0.03187828906019711
29152,-0.708500103391453,-0.2095421664153447,-0.33765530411211214,-0.034249147698287484
29184,-0.7113492109866754,-0.21201447100579604,-0.3417014531566219,-0.03661996993365532
29216,-0.7141983208665886,-0.21448641559887172,-0.3457473330128216,-0.038990720784346344
29248,-0.7170473812327279,-0.21695793425007087,-0.34979282626089553,-0.04136134949757613
29280,-0.7198963217281183,-0.21942894888048692,-0.35383780765838124,-0.04373177363500695
29312,-0.7227450631838312,-0.22189937804383827,-0.3578821866255332,-0.04610190425464984
29344,-0.7255935580127795,-0.2243691721007201,-0.3619258749950018,-0.04847159279887379
29376,-0.7284417434041783,-0.2268382725952144,-0.3659688155916655,-0.05084072057048932
29408,-0.7312895610874864,-0.2293066295452273,-0.3700109339223727,-0.05320917463319068
29440,-0.7341369477037252,-0.2317741930437385,-0.3740521520084593,-0.05557686145084144
29472,-0.7369838729985483,-0.234240946327598,-0.378092439321883,-0.057943731079433604
29504,-0.7398302945103089,-0.23670686626781617,-0.38213178243757073,-0.0603096570813218
29536,-0.742676164973742,-0.23917192973764032,-0.3861701551039281,-0.06267459133613656
29568,-0.7455214739537239,-0.24163614946438683,-0.39020752580902957,-0.06503855637221514
29600,-0.7483661979027575,-0.24409953038987298,-0.394243922130052,-0.06740161778181476
29632,-0.7512103114947458,-0.24656207930679078,-0.3982793732839137,-0.06976384829125717
29664,-0.7540538248047438,-0.24902383672050288,-0.4023139143877317,-0.0721253288954439
29696,-0.7568967373980783,-0.251484836609354,-0.40634763194447615,-0.07448617395160788
29728,-0.7597390455256088,-0.25394511237711487,-0.4103806056420749,-0.07684649546524241
29760,-0.7625807811506808,-0.25640473022017346,-0.41441291731334245,-0.07920640697222096
29792,-0.765421964992366,-0.2588637479262472,-0.4184446938734412,-0.0815660472436879
29824,-0.7682626140492845,-0.26132222105075203,-0.422476050647596,-0.08392554564523014
29856,-0.7711027793360293,-0.2637802351196773,-0.42650709958268856,-0.08628502580227505
29888,-0.7739425001778005,-0.2662378654918073,-0.43053799081600463,-0.08864462877916543
29920,-0.7767818099829195,-0.26869518200333664,-0.4345688578382489,-0.09100447982354272
29952,-0.7796207761437138,-0.2711522830430222,-0.43859982292482563,-0.09336469075182526
29984,-0.7824594506530772,-0.27360925225102756,-0.4426310414383759,-0.09572538511702568
30016,-0.785297879082669,-0.27606616596256456,-0.446662643307734,-0.09808666320235677
30048,-0.7881361380618819,-0.2785231252356992,-0.45061132906094287,-0.10039973440737665
30080,-0.7909742767171646,-0.2809802046566363,-0.454558244700265,-0.10271213799626364
30112,-0.7938123742631378,-0.2834375019774096,-0.45854696518385674,-0.10504940284678632
30144,-0.796650492207501,-0.28589509625921017,-0.4625587351428278,-0.10740053344900351
30176,-0.7994886818207492,-0.2883530541460849,-0.4665827192414847,-0.10975916540316889
30208,-0.8023270229161215,-0.29081146318924167,-0.47061334312489017,-0.11212200489142185
30240,-0.8051655744756057,-0.2932703887646569,-0.4746478125314605,-0.11448737760249358
30272,-0.8079247909565427,-0.29566092130006255,-0.47868477436798906,-0.11685444584113631
30304,-0.8106616048978678,-0.2980323729686585,-0.4827235469956977,-0.11922275842355755
30336,-0.8134110850333711,-0.30041512724922154,-0.48676377071008164,-0.12159204700722484
30368,-0.8161972234119443,-0.30282998068773714,-0.49080527638989874,-0.12396215020139467
30400,-0.8190101646816575,-0.30526839615207085,-0.49484794176036984,-0.12633293032087842
30432,-0.821837385277022,-0.3077195147439039,-0.49889165873854974,-0.1287042555586449
30464,-0.8246720425652918,-0.31017739292900987,-0.5029363557341402,-0.13107601430674404
30496,-0.8275106830356286,-0.31263901849265613,-0.5069819337574015,-0.1334480788319213
30528,-0.8287013795244264,-0.31367176514233236,-0.5110282730131761,-0.1358203105277602
30560,-0.8290169818213989,-0.3139455851770221,-0.5150752762260637,-0.13819258655739744
30592,-0.8290158076829061,-0.3139446680239444,-0.5191228145667459,-0.1405647692230034
30624,-0.8290105341701066,-0.31394017400680957,-0.5231707525825287,-0.1429367218283447
30656,-0.8290060908642839,-0.31393638424592185,-0.5272189364173436,-0.145308302773451
30688,-0.8290025342995446,-0.3139333510805499,-0.5312672411650734,-0.14767939426359444
30720,-0.828999696981168,-0.3139309317327078,-0.5353155193053386,-0.15004987277125809
30752,-0.8289974337156342,-0.31392900226093673,-0.5393636126546412,-0.15241961682362928
30784,-0.82899562817994,-0.3139274633679201,-0.5434114007649871,-0.1547885358436451
30816,-0.8289941876333795,-0.31392623589307384,-0.5474587488623167,-0.15715653988372022
30848,-0.8289930381593994,-0.3139252567488455,-0.5515055326340211,-0.15952355443888602
30880,-0.8289921208074905,-0.31392447562477555,-0.5555516272291282,-0.16188951397982482
30912,-0.8289913886010658,-0.31392385243325027,-0.5573768377951007,-0.16295640928829516
30944,-0.8289908040605177,-0.31392335519316694,-0.5579728310262648,-0.16330462821460148
30976,-0.8289903373086268,-0.3139229584127593,-0.5579745132040227,-0.16330549559782415
31008,-0.8289899645093062,-0.3139226417560199,-0.5579670160528544,-0.16330103884327304
31040,-0.8289896666532913,-0.3139223890065272,-0.5579605461344344,-0.163297196996184
31072,-0.8289894285793571,-0.31392218723143966,-0.5579553337619405,-0.1632941020972035
31104,-0.8289892381949296,-0.3139220261165731,-0.5579511563328973,-0.16329162168367845
31136,-0.8289890858468075,-0.3139218974286545,-0.5579478114384682,-0.16328963554641648
31168,-0.8289889638520024,-0.3139217946158274,-0.5579451346688665,-0.1632880460593578
31200,-0.8289888660611473,-0.31392171243410094,-0.5579429935752974,-0.1632867745789049
31232,-0.8289887875887658,-0.3139216467180342,-0.5579412816745017,-0.1632857578816781
31264,-0.8289887245230336,-0.31392159413219173,-0.5579399134565495,-0.16328494519910045
31296,-0.8289886737410903,-0.31392155201419075,-0.5579388202678859,-0.16328429577228346
31328,-0.8289886327697449,-0.31392151825601267,-0.5579379471079261,-0.1632837769491265
31360,-0.8289885996123374,-0.31392149115533446,-0.5579372498856016,-0.1632833625550564
31392,-0.8289885726913425,-0.31392146936776005,-0.5579366933007993,-0.16328303163499513
31424,-0.8289885507566688,-0.3139214518281919,-0.5578485398312367,-0.16323332002040697
31456,-0.828988532791889,-0.3139214376702266,-0.5577142743938449,-0.163164604247831
31488,-0.8289885179904207,-0.3139214262063784,-0.5575344717567459,-0.1630860665197961
31520,-0.8289885057231415,-0.31392141690099123,-0.557305811604144,-0.16300520881605643
31552,-0.8289639468514086,-0.313901803960516,-0.5592301784842306,-0.1635881304781597
31584,-0.8289209140373833,-0.3138689737653749,-0.5597330816365452,-0.16371699942791546
31616,-0.8288589604102842,-0.31382465569574286,-0.560228826126119,-0.16384976370794027
31648,-0.8287757221683043,-0.3137693500547756,-0.5599821773013314,-0.1637823062471749
31680,-0.8286686988199172,-0.3137037094706452,-0.5598379322407977,-0.16374261622096717
31712,-0.8285358049390077,-0.3136288856918859,-0.5598043207397807,-0.16373294128563204
31744,-0.8283754279584701,-0.31354648499777976,-0.5597850241700922,-0.16372717360670366
31776,-0.8281864365865769,-0.3134584905428972,-0.5597647479946685,-0.16372123940282424
31808,-0.827967049055026,-0.31336813497573607,-0.5597481270907626,-0.16371637324139526
31840,-0.8277157085435269,-0.3132781836600886,-0.5597346729328284,-0.1637124282434356
31872,-0.8274312357861519,-0.3131911065874492,-0.5597238891062961,-0.16370927126099594
31904,-0.8271124826466999,-0.3131094826539415,-0.5597152843162416,-0.16370675993036699
31936,-0.8267580278454469,-0.31303595837219955,-0.5597084184082826,-0.16370476260333033
31968,-0.8263902763303023,-0.31297777247164127,-0.5597029396965495,-0.16370317427078135
32000,-0.8261072678072626,-0.31294940882543176,-0.5596985676978599,-0.16370191131476539
32032,-0.8259147046644365,-0.31294289048638935,-0.559695078735061,-0.16370090718378272
32064,-0.8258186666173305,-0.3129492660628844,-0.5596922943635974,-0.16370010890831532
32096,-0.8258214501252509,-0.31296040364518474,-0.5598794574590309,-0.1637493417590719
32128,-0.8259213863551386,-0.3129608709011545,-0.5601325478085445,-0.1638283184117938
32160,-0.8261162600041476,-0.31295432596574563,-0.5604091793639465,-0.16393263158518906
32192,-0.8264026235421033,-0.3129252798142984,-0.560677737895305,-0.1640556380199453
32224,-0.826777888842001,-0.31287334204321543,-0.5608984309085582,-0.1641810357065168
32256,-0.8272310015191221,-0.3128231093443628,-0.5609738579618312,-0.1642152701468529
32288,-0.8277183793102071,-0.3127652417907664,-0.5609678872253987,-0.16421542170470163
32320,-0.8282066795595162,-0.3126971979284622,-0.560960613253328,-0.1642141181821433
32352,-0.8286785607219299,-0.31262448137252646,-0.5609549659420414,-0.1642132002349946
32384,-0.8291239453628184,-0.31255215644185597,-0.5609508310155131,-0.1642127021097988
32416,-0.8295371584200095,-0.31248476555523785,-0.5609479217184207,-0.16421254730599494
32448,-0.8299151652682386,-0.3124263945706994,-0.5609459984519569,-0.16421266929661174
32480,-0.8302566044694561,-0.3123807283972539,-0.5609448676370926,-0.1642130142002338
32512,-0.8305611282058472,-0.3123511525370679,-0.5609441580713747,-0.1642134000979156
32544,-0.8308290981031751,-0.31234078565286927,-0.5609435955934704,-0.16421369826304016
32576,-0.8310614000579682,-0.31235249845933294,-0.5609431482381637,-0.16421392744321645
32608,-0.8312592599497801,-0.31238897374326635,-0.5609427930053261,-0.16421410354031885
32640,-0.8314242194024923,-0.31245268126353754,-0.5609425114093493,-0.16421423882307326
32672,-0.8315580659622558,-0.3125458927871781,-0.5609422885320972,-0.16421434270377622
32704,-0.8316627899573351,-0.3126706877704166,-0.5609421124145882,-0.16421442243401863
32736,-0.8317405852465257,-0.3128289208490307,-0.5587217585515747,-0.16290987048344763
32768,-0.8317938097804903,-0.3130222275862605,-0.5552545760135652,-0.16087236254070225
32800,-0.8318249679839648,-0.3132520119445547,-0.5510699434865427,-0.15841269555922702
32832,-0.8318366931161071,-0.31351943324196274,-0.5464721985748426,-0.1557094960131191
32864,-0.8318317289410917,-0.3138253933346635,-0.5439537939835448,-0.1542284290485508
32896,-0.8318129044034015,-0.3141705355515965,-0.5433156877138542,-0.15385317408511281
32928,-0.8317831319153695,-0.31455520133772963,-0.5431288845291824,-0.15374337615617698
32960,-0.831745378642841,-0.3149794252549411,-0.5429741417186428,-0.15365241214753178
32992,-0.8317026251199875,-0.31544296911068376,-0.5428793620270004,-0.15359670365717096
33024,-0.8316578673507077,-0.3159452564131422,-0.5428988895543347,-0.1536082217841422
33056,-0.8316305631304175,-0.3164131449474837,-0.5428099187708731,-0.1535559209706269
33088,-0.8316104712856132,-0.3167855054820027,-0.5428003215740128,-0.15355029393051164
33120,-0.8315909204514467,-0.31705728941176115,-0.542795987548137,-0.15354776048913812
33152,-0.8315907948670744,-0.31723124442516193,-0.5427927105707028,-0.1535458457435441
33184,-0.8316001747585602,-0.3173031049599061,-0.5427901037075282,-0.15354432264103995
33216,-0.8316062573270785,-0.3172741082161582,-0.5427880225633235,-0.15354310675185376
33248,-0.8316091094676372,-0.31714597886493634,-0.5427863608571302,-0.15354213596732177
33280,-0.8315941459240945,-0.31692197031973646,-0.5427850341456973,-0.15354136094200826
33312,-0.8315849438632574,-0.3165997172402418,-0.5427839749512469,-0.15354074224396455
33344,-0.8315637347841206,-0.3161797925895203,-0.5427831293798954,-0.1535402483792866
33376,-0.8315314119457899,-0.3160175086910559,-0.5426917283954362,-0.15348825706504393
33408,-0.8315298992102059,-0.3160041029219494,-0.5425519659265607,-0.15341769344702783
33440,-0.8315240408225216,-0.3160079565944699,-0.5423655158384763,-0.15333871400339458
33472,-0.8315198022989321,-0.31601477379215415,-0.5421305217637442,-0.15325789698540604
33504,-0.8315165204076108,-0.31602021872984964,-0.5440493940191262,-0.15384485383512234
33536,-0.8315139599959054,-0.31602438187239307,-0.544535247525366,-0.15397003882029517
33568,-0.8315119703548746,-0.3160275043206182,-0.545017514565063,-0.1541002289918282
33600,-0.8315104356913836,-0.3160297964668514,-0.5447716373600384,-0.1540324941821555
33632,-0.831509264131383,-0.31603142633683107,-0.5446198135633814,-0.1539904533319562
33664,-0.8315083825398886,-0.3160325277150381,-0.5445774493625757,-0.1539783439644577
33696,-0.8315077326182615,-0.31603320715992256,-0.5445591117624792,-0.15397280316018186
33728,-0.8315073233768568,-0.3160336826963528,-0.5445398307154903,-0.153967103422198
33760,-0.8315071171134911,-0.31603403024057397,-0.5445240088442935,-0.15396242512665118
33792,-0.8315070383330567,-0.31603428541941203,-0.5445111862802402,-0.15395862830753917
33824,-0.83150698971306,-0.31603448601279077,-0.5445009112868242,-0.15395559188440713
33856,-0.8315069594253907,-0.3160346445874103,-0.5444927116640896,-0.15395317680744752
33888,-0.8315069402448523,-0.31603477054973844,-0.5444861683931059,-0.15395125635843962
33920,-0.8315069290482341,-0.31603487072331177,-0.544480946581104,-0.15394972944570515
33952,-0.831506923511197,-0.3160349504866358,-0.5444767791269223,-0.15394851558085246
33984,-0.8315069219234845,-0.31603501412474305,-0.5444734529579282,-0.15394755069507632
34016,-0.8315069230288934,-0.31603506502061524,-0.544470798106407,-0.15394678380824148
34048,-0.8315069259169237,-0.31603510586057254,-0.544650005049042,-0.15399279978243197
34080,-0.8315069299259215,-0.3160351387430287,-0.5448921062222375,-0.15406734320783427
34112,-0.8315069345909317,-0.31603516534590076,-0.5451540758300121,-0.1541680792480418
34144,-0.8315069395913174,-0.31603518700959893,-0.5454073613317477,-0.1542866991928162
34176,-0.8315069447002521,-0.3160352047612974,-0.5473758423374582,-0.1553839449038595
34208,-0.8315069497726019,-0.3160352194335414,-0.5500933577766567,-0.15699995589628282
34240,-0.8315069547136358,-0.3160352316711047,-0.5537322111787006,-0.15920217568286793
34272,-0.8315069594701154,-0.3160352419938424,-0.5559500963004863,-0.16054562345966422
34304,-0.831506964013573,-0.3160352508045942,-0.5556044879500792,-0.1603394079566728
34336,-0.8315069683356403,-0.31603525842838753,-0.5553279302741375,-0.16017538420632133
34368,-0.8315069724407456,-0.3160352651245204,-0.5552874946521986,-0.1601531335601138
34400,-0.8310584962025808,-0.3143710514148423,-0.5552621106358074,-0.16013949885219234
34432,-0.8303739618529428,-0.3118299222261247,-0.5552422189979196,-0.16012884516040443
34464,-0.829451277266638,-0.3084064852232859,-0.555226380919565,-0.16012036253198045
34496,-0.8284023668762025,-0.30451494195231765,-0.5552137618620486,-0.1601135842229413
34528,-0.8272740853292228,-0.30032927174618584,-0.5552037091696019,-0.16010816040628328
34560,-0.8263057473074746,-0.29673725970749026,-0.5551957038020168,-0.1601038138871799
34592,-0.8253044798548799,-0.29302217991292967,-0.5551893320748227,-0.16010032440281355
34624,-0.824301378495506,-0.28930037971800504,-0.5551842569298922,-0.16009752905963226
34656,-0.8232981427215709,-0.2855781460059402,-0.5551802106604249,-0.16009529657159396
34688,-0.8222947018867616,-0.28185529675277565,-0.5551769848358017,-0.16009351355550083
34720,-0.8212909861754059,-0.2781316534160515,-0.5551744132179282,-0.16009208947775452
34752,-0.8202869844837142,-0.2744072444122047,-0.5551723632534256,-0.16009095206996937
34784,-0.819282727640858,-0.2706822409592472,-0.55296428346725,-0.15876127858573758
34816,-0.8182782531310041,-0.26695682494018486,-0.5495165528291976,-0.15668467876646378
34848,-0.817273603181524,-0.26323118156040776,-0.5453550907057507,-0.1541775784649785
34880,-0.8162688168038686,-0.2595054693767663,-0.5407824903300574,-0.15142201044049242
34912,-0.8152639419384159,-0.2557798653277851,-0.5382733925780808,-0.1499094546852469
34944,-0.8142590184560252,-0.25205450144578895,-0.5376404075784109,-0.14952782924417068
34976,-0.8132540853378762,-0.2483294921106616,-0.5374543808540879,-0.14941568688693316
35008,-0.8122491762026653,-0.24460491782797192,-0.5373002894764848,-0.14932276677896278
35040,-0.811244333512181,-0.24088087862860638,-0.5372042801238998,-0.14926487077620906
35072,-0.8102395922480209,-0.23715743400144565,-0.5372207620633894,-0.14927480465817458
35104,-0.8092349823275997,-0.23343461312322572,-0.5371329506191688,-0.1492218566422842
35136,-0.8082305428937318,-0.22971246887540095,-0.5371231413099191,-0.14921593209366713
35168,-0.8072263050924896,-0.22599101484282513,-0.5371185785169554,-0.1492131744098259
35200,-0.8062222994614842,-0.2222702543039097,-0.5371151159608518,-0.14921108161659527
35232,-0.8052185510811543,-0.21855016350724363,-0.5371123609294423,-0.14920941655322315
35264,-0.804215093394694,-0.21483074442919414,-0.537110161580443,-0.14920808743656988
35296,-0.8032119514923061,-0.21111196396161144,-0.5371084055214853,-0.14920702631896715
35328,-0.8022091487961548,-0.20739378054380458,-0.537107003479301,-0.1492061792291261
35360,-0.801206702756389,-0.20367612963108878,-0.5371058841040498,-0.1492055030308894
35392,-0.8002046382787528,-0.19995897514656133,-0.5371049904126993,-0.1492049632739661
35424,-0.7992029712450612,-0.19624224956929312,-0.5370161653355189,-0.14915358048484423
35456,-0.7982017154326387,-0.19252588142845584,-0.5368799472616662,-0.1490837605409452
35488,-0.7972008816884766,-0.1888097935926186,-0.5366979123391634,-0.14900520739850415
35520,-0.7962004745152673,-0.18509389198532322,-0.5364681142177012,-0.14892422241400963
35552,-0.7952005048940469,-0.181378114641873,-0.5362070362195291,-0.14884754370494258
35584,-0.7942009742239906,-0.1776623729703703,-0.5361466955792272,-0.1488436698933531
35616,-0.7932018812393471,-0.1739465788896963,-0.5361472833637255,-0.14884607037229358
35648,-0.7922032181088859,-0.17023063121727794,-0.5361504999722894,-0.14884888389160114
35680,-0.7912049834626764,-0.1665144651167835,-0.5361529121186165,-0.14885108823582027
35712,-0.7902071664996847,-0.1627979933914659,-0.5361545998348948,-0.14885278021349843
35744,-0.7892097541775233,-0.15908113413300998,-0.5361557191411536,-0.14885406447618618
35776,-0.7882315314643926,-0.155433843787857,-0.5361563941056675,-0.14885502492881622
35808,-0.7872562856471114,-0.1517958282688261,-0.536156720680944,-0.1488557280028358
35840,-0.7862738927998111,-0.14812932875673718,-0.5361567732438399,-0.1488562263149527
35872,-0.7852850745918191,-0.14443700232344317,-0.5361566097728341,-0.14885656161517846
35904,-0.7842929992622378,-0.14073067608708248,-0.5361564226599258,-0.14885682225766317
35936,-0.7832994030881211,-0.13701687047516856,-0.5361562658494363,-0.14885703931832261
35968,-0.782305154718457,-0.13329888702688827,-0.5361561355637484,-0.1488572201151823
36000,-0.7813106763644331,-0.12957837621105212,-0.5361560275757141,-0.14885737059144372
36032,-0.7803161651390088,-0.12585616073940883,-0.5361559381897987,-0.1488574957252633
36064,-0.7793217049229083,-0.122132651268313,-0.5359575422332604,-0.1488050936248773
36096,-0.7783273197948624,-0.11840804433250957,-0.5356709901919746,-0.14874359334851803
36128,-0.777333014963152,-0.11468247402031213,-0.5353211486094784,-0.148692130641808
36160,-0.7763387760547941,-0.110956007421721,-0.5349708333027599,-0.14866722774800467
36192,-0.7753445830703577,-0.1072286956634011,-0.5349214678544223,-0.1486718690861546
36224,-0.7743424014094044,-0.10346510250489134,-0.5349190891988724,-0.14867632443970072
36256,-0.7733197568652096,-0.09960800730131773,-0.5349190111829775,-0.14867961404881808
36288,-0.7723067917304003,-0.09581345112004748,-0.5349188509671617,-0.14868220281074518
36320,-0.7713026963887979,-0.09205069836725602,-0.5349186605924164,-0.14868427122642502
36352,-0.7703031400703467,-0.08830376364056816,-0.5349184703797953,-0.14868592213030862
36384,-0.7693058764366578,-0.08456453174709988,-0.5349182924288957,-0.1486872386530385
36416,-0.768309767925541,-0.08082899720470829,-0.5349181323920125,-0.1486882874779847
36448,-0.767314228741459,-0.07709518351829857,-0.5349179921694294,-0.14868912202946782
36480,-0.7663189534312795,-0.0733621318896277,-0.5349178715224209,-0.1486897850916928
36512,-0.7653237926456954,-0.06962943972443883,-0.5349177690526603,-0.14869031091844426
36544,-0.7643286665811893,-0.0658969388471475,-0.5349176828311295,-0.14869072692872695
36576,-0.7633335367086185,-0.062164592197627294,-0.5349176107762691,-0.14869106945646104
36608,-0.7623383834198183,-0.05843241167665247,-0.5349175508940076,-0.14869135312743195
36640,-0.7613432105038563,-0.054700476429170496,-0.5349175012559901,-0.14869158787005846
36672,-0.7603480235437261,-0.05096885256860668,-0.534917460167853,-0.1486917820014212
36704,-0.7593528306105994,-0.047237597053883855,-0.5349176005102817,-0.14869487783655122
36736,-0.7583576534883012,-0.04350680061354353,-0.5350339180850612,-0.14869517625397718
36768,-0.7573625111265425,-0.039776526134361015,-0.5353251862368293,-0.14867081649341737
36800,-0.7563674253059629,-0.03604683104889039,-0.535684223433284,-0.14861275853274872
36832,-0.7553724160454676,-0.03231775085694718,-0.5359881615297567,-0.14853292624387066
36864,-0.7543775146840069,-0.028589349179784576,-0.5360551789514437,-0.1485215865598179
36896,-0.7533827473282201,-0.024861656360379257,-0.5360547700663058,-0.14851866136694347
36928,-0.7523881409500106,-0.02113469374339587,-0.5360499668402301,-0.14851767244922814
36960,-0.751393719185118,-0.017408458992803428,-0.536045974517576,-0.14851692964184696
36992,-0.7503995153949893,-0.013682976410493517,-0.5360429327182873,-0.14851628257669908
37024,-0.7494055562182131,-0.009958236292523348,-0.5360406740938527,-0.14851570691478572
37056,-0.7484118678710042,-0.006234220295471652,-0.5360390502341363,-0.14851518695175972
37088,-0.7474184717866056,-0.0025108864616606467,-0.5360379393737633,-0.1485147106475452
37120,-0.7464253977390304,0.0012117799565601632,-0.5360372423466544,-0.14851426864949138
